Name of Structure,Inflow_Discharge,Outflow_Discharge,River,Date
Jassar,1100.00,1100.00,Ravi,18/07/2025 6:00
Islam,18900.00,17000.00,Sutlej,18/07/2025 6:00
Harike,23831.00,1500.00,Sutlej,18/07/2025 6:00
Guddu,274600.00,239500.00,Indus,18/07/2025 6:00
Ganda Singh Wala,4100.00,4100.00,Sutlej,18/07/2025 6:00
Domel,,,Jehlum,18/07/2025 6:00
Chattar Klass,,,Jehlum,18/07/2025 6:00
Chashma,293400.00,272800.00,Indus,18/07/2025 6:00
Bhakra Dam,24177.00,26213.00,Sutlej,18/07/2025 6:00
Besham,,,Indus,18/07/2025 6:00
Balloki,56300.00,38900.00,Ravi,18/07/2025 6:00
Azad Pattan,,,Jehlum,18/07/2025 6:00
Pong Dam,24177.00,17614.00,Byas,18/07/2025 6:00
Trimmu,26248.00,15348.00,Chenab,18/07/2025 14:09
Taunsa,207953.00,196453.00,Indus,18/07/2025 14:09
Tarbela Dam,257000.00,262200.00,Indus,18/07/2025 14:09
Sulemanki,22976.00,20668.00,Sutlej,18/07/2025 14:09
Sukkur,319945.00,265015.00,Indus,18/07/2025 14:09
Skardu,,135400.00,Indus,18/07/2025 14:09
Sidhnai,31496.00,21946.00,Ravi,18/07/2025 14:09
Shahdara,,10404.00,Ravi,18/07/2025 14:09
Rasul,37113.00,25572.00,Jehlum,18/07/2025 14:09
Q.Abad,66304.00,57182.00,Chenab,18/07/2025 14:09
Partab Bridge (Bunji),,197900.00,Indus,18/07/2025 14:09
Panjnad,32502.00,20172.00,Chenab,18/07/2025 14:09
Muzaffarabad,,12800.00,Jehlum,18/07/2025 14:09
Marala,59746.00,35896.00,Chenab,18/07/2025 14:09
Mangla Dam,41000.00,8000.00,Jehlum,18/07/2025 14:09
Kotri,130783.00,88758.00,Indus,18/07/2025 14:09
Kotli,,5420.00,Jehlum,18/07/2025 14:09
Khanki,60385.00,55684.00,Chenab,18/07/2025 14:09
Kalabagh,447941.00,440391.00,Indus,18/07/2025 14:09
KABUL,,35700.00,Kabul,18/07/2025 14:09
Jassar,,1190.00,Ravi,18/07/2025 14:09
Islam,18970.00,16970.00,Sutlej,18/07/2025 14:09
Guddu,248627.00,213398.00,Indus,18/07/2025 14:09
Ganda Singh Wala,4307.00,4307.00,Sutlej,18/07/2025 14:09
Domel,,12260.00,Jehlum,18/07/2025 14:09
Chattar Klass,,29020.00,Jehlum,18/07/2025 14:09
Chashma,387757.00,370604.00,Indus,18/07/2025 14:09
Besham,,234900.00,Indus,18/07/2025 14:09
Balloki,55155.00,37655.00,Ravi,18/07/2025 14:09
Azad Pattan,,36660.00,Jehlum,18/07/2025 14:09
Trimmu,24676.00,13576.00,Chenab,18/07/2025 22:12
Taunsa,218352.00,206852.00,Indus,18/07/2025 22:12
Tarbela Dam,255000.00,262200.00,Indus,18/07/2025 22:12
Sulemanki,18327.00,14118.00,Sutlej,18/07/2025 22:12
Sukkur,301100.00,247120.00,Indus,18/07/2025 22:12
Skardu,,138800.00,Indus,18/07/2025 22:12
Sidhnai,31896.00,21946.00,Ravi,18/07/2025 22:12
Shahdara,,10404.00,Ravi,18/07/2025 22:12
Rasul,11825.00,0.00,Jehlum,18/07/2025 22:12
Q.Abad,65306.00,57182.00,Chenab,18/07/2025 22:12
Partab Bridge (Bunji),,194900.00,Indus,18/07/2025 22:12
Panjnad,32502.00,20172.00,Chenab,18/07/2025 22:12
Muzaffarabad,,11760.00,Jehlum,18/07/2025 22:12
Marala,70068.00,47218.00,Chenab,18/07/2025 22:12
Mangla Dam,41000.00,8000.00,Jehlum,18/07/2025 22:12
Kotri,130783.00,88758.00,Indus,18/07/2025 22:12
Kotli,,4920.00,Jehlum,18/07/2025 22:12
Khanki,55196.00,50485.00,Chenab,18/07/2025 22:12
Kalabagh,413241.00,405691.00,Indus,18/07/2025 22:12
KABUL,,33300.00,Kabul,18/07/2025 22:12
Jassar,,1284.00,Ravi,18/07/2025 22:12
Islam,18970.00,16970.00,Sutlej,18/07/2025 22:12
Guddu,233116.00,197926.00,Indus,18/07/2025 22:12
Ganda Singh Wala,2810.00,2810.00,Sutlej,18/07/2025 22:12
Domel,,12510.00,Jehlum,18/07/2025 22:12
Chattar Klass,,26030.00,Jehlum,18/07/2025 22:12
Chashma,442876.00,421375.00,Indus,18/07/2025 22:12
Besham,,237400.00,Indus,18/07/2025 22:12
Balloki,53775.00,36275.00,Ravi,18/07/2025 22:12
Azad Pattan,,34460.00,Jehlum,18/07/2025 22:12
Trimmu,26364.00,15264.00,Chenab,19/07/2025 0:00
Taunsa,218352.00,206852.00,Indus,19/07/2025 0:00
Tarbela Dam,257000.00,262200.00,Indus,19/07/2025 0:00
Sulemanki,18327.00,14118.00,Sutlej,19/07/2025 0:00
Sukkur,301100.00,247120.00,Indus,19/07/2025 0:00
Skardu,,,Indus,19/07/2025 0:00
Sidhnai,31896.00,21946.00,Ravi,19/07/2025 0:00
Shahdara,10404.00,10404.00,Ravi,19/07/2025 0:00
Rasul,11825.00,0.00,Jehlum,19/07/2025 0:00
Q.Abad,55182.00,47814.00,Chenab,19/07/2025 0:00
Partab Bridge (Bunji),,,Indus,19/07/2025 0:00
Panjnad,32502.00,20172.00,Chenab,19/07/2025 0:00
Muzaffarabad,,,Jehlum,19/07/2025 0:00
Marala,73842.00,50992.00,Chenab,19/07/2025 0:00
Mangla Dam,30000.00,8000.00,Jehlum,19/07/2025 0:00
Kotri,130783.00,88758.00,Indus,19/07/2025 0:00
Kotli,,,Jehlum,19/07/2025 0:00
Khanki,48414.00,44202.00,Chenab,19/07/2025 0:00
Kalabagh,310814.00,303264.00,Indus,19/07/2025 0:00
KABUL,33500.00,33500.00,Kabul,19/07/2025 0:00
Jassar,1284.00,1284.00,Ravi,19/07/2025 0:00
Islam,18920.00,16970.00,Sutlej,19/07/2025 0:00
Guddu,233116.00,197926.00,Indus,19/07/2025 0:00
Ganda Singh Wala,5436.00,5436.00,Sutlej,19/07/2025 0:00
Domel,,,Jehlum,19/07/2025 0:00
Chattar Klass,,,Jehlum,19/07/2025 0:00
Chashma,444523.00,423772.00,Indus,19/07/2025 0:00
Besham,,,Indus,19/07/2025 0:00
Balloki,51525.00,33525.00,Ravi,19/07/2025 0:00
Azad Pattan,,,Jehlum,19/07/2025 0:00
Harike,24443.00,1950.00,Sutlej,19/07/2025 6:00
Trimmu,26364.00,15264.00,Chenab,19/07/2025 10:39
Taunsa,218352.00,206852.00,Indus,19/07/2025 10:39
Tarbela Dam,263000.00,203000.00,Indus,19/07/2025 10:39
Sulemanki,20946.00,16541.00,Sutlej,19/07/2025 10:39
Sukkur,264155.00,211755.00,Indus,19/07/2025 10:39
Skardu,,138100.00,Indus,19/07/2025 10:39
Sidhnai,31896.00,21946.00,Ravi,19/07/2025 10:39
Shahdara,,9575.00,Ravi,19/07/2025 10:39
Rasul,11825.00,0.00,Jehlum,19/07/2025 10:39
Q.Abad,54280.00,47814.00,Chenab,19/07/2025 10:39
Partab Bridge (Bunji),,191900.00,Indus,19/07/2025 10:39
Panjnad,31140.00,18810.00,Chenab,19/07/2025 10:39
Muzaffarabad,,10240.00,Jehlum,19/07/2025 10:39
Marala,62520.00,39670.00,Chenab,19/07/2025 10:39
Mangla Dam,40000.00,8000.00,Jehlum,19/07/2025 10:39
Kotri,154476.00,112351.00,Indus,19/07/2025 10:39
Kotli,,4010.00,Jehlum,19/07/2025 10:39
Khanki,52521.00,48309.00,Chenab,19/07/2025 10:39
Kalabagh,317284.00,309734.00,Indus,19/07/2025 10:39
KABUL,,32300.00,Kabul,19/07/2025 10:39
Jassar,,1284.00,Ravi,19/07/2025 10:39
Islam,18920.00,16970.00,Sutlej,19/07/2025 10:39
Guddu,239447.00,204406.00,Indus,19/07/2025 10:39
Ganda Singh Wala,5436.00,5436.00,Sutlej,19/07/2025 10:39
Domel,,12020.00,Jehlum,19/07/2025 10:39
Chattar Klass,,24890.00,Jehlum,19/07/2025 10:39
Chashma,432647.00,410390.00,Indus,19/07/2025 10:39
Besham,,235700.00,Indus,19/07/2025 10:39
Balloki,51525.00,33525.00,Ravi,19/07/2025 10:39
Azad Pattan,,32550.00,Jehlum,19/07/2025 10:39
Trimmu,34461.00,23361.00,Chenab,19/07/2025 16:44
Taunsa,220515.00,208515.00,Indus,19/07/2025 16:44
Tarbela Dam,250000.00,161400.00,Indus,19/07/2025 16:44
Sulemanki,20946.00,16541.00,Sutlej,19/07/2025 16:44
Sukkur,252500.00,200500.00,Indus,19/07/2025 16:44
Skardu,,153300.00,Indus,19/07/2025 16:44
Sidhnai,31896.00,21946.00,Ravi,19/07/2025 16:44
Shahdara,,9575.00,Ravi,19/07/2025 16:44
Rasul,10916.00,0.00,Jehlum,19/07/2025 16:44
Q.Abad,59848.00,53843.00,Chenab,19/07/2025 16:44
Partab Bridge (Bunji),,193900.00,Indus,19/07/2025 16:44
Panjnad,31840.00,18810.00,Chenab,19/07/2025 16:44
Muzaffarabad,,9990.00,Jehlum,19/07/2025 16:44
Marala,66394.00,43444.00,Chenab,19/07/2025 16:44
Mangla Dam,36000.00,8000.00,Jehlum,19/07/2025 16:44
Kotri,155388.00,113263.00,Indus,19/07/2025 16:44
Kotli,,3800.00,Jehlum,19/07/2025 16:44
Khanki,57156.00,52944.00,Chenab,19/07/2025 16:44
Kalabagh,320542.00,312992.00,Indus,19/07/2025 16:44
KABUL,,29800.00,Kabul,19/07/2025 16:44
Jassar,,1100.00,Ravi,19/07/2025 16:44
Islam,18920.00,16970.00,Sutlej,19/07/2025 16:44
Guddu,239447.00,204406.00,Indus,19/07/2025 16:44
Ganda Singh Wala,3620.00,3620.00,Sutlej,19/07/2025 16:44
Domel,,12750.00,Jehlum,19/07/2025 16:44
Chattar Klass,,26030.00,Jehlum,19/07/2025 16:44
Chashma,423304.00,402522.00,Indus,19/07/2025 16:44
Besham,,235700.00,Indus,19/07/2025 16:44
Balloki,46020.00,28020.00,Ravi,19/07/2025 16:44
Azad Pattan,,23090.00,Jehlum,19/07/2025 16:44
Trimmu,27788.00,16688.00,Chenab,19/07/2025 18:00
Taunsa,230666.00,218666.00,Indus,19/07/2025 18:00
Tarbela Dam,236000.00,263200.00,Indus,19/07/2025 18:00
Sulemanki,19367.00,13163.00,Sutlej,19/07/2025 18:00
Sukkur,244890.00,193440.00,Indus,19/07/2025 18:00
Skardu,,,Indus,19/07/2025 18:00
Sidhnai,33400.00,23350.00,Ravi,19/07/2025 18:00
Shahdara,9575.00,9575.00,Ravi,19/07/2025 18:00
Rasul,9150.00,0.00,Jehlum,19/07/2025 18:00
Q.Abad,63924.00,56432.00,Chenab,19/07/2025 18:00
Partab Bridge (Bunji),,,Indus,19/07/2025 18:00
Panjnad,31740.00,18810.00,Chenab,19/07/2025 18:00
Muzaffarabad,,,Jehlum,19/07/2025 18:00
Marala,66394.00,43444.00,Chenab,19/07/2025 18:00
Mangla Dam,25000.00,8000.00,Jehlum,19/07/2025 18:00
Kotri,157133.00,115988.00,Indus,19/07/2025 18:00
Kotli,,,Jehlum,19/07/2025 18:00
Khanki,55259.00,51047.00,Chenab,19/07/2025 18:00
Kalabagh,318098.00,310208.00,Indus,19/07/2025 18:00
KABUL,29700.00,29700.00,Kabul,19/07/2025 18:00
Jassar,1100.00,1100.00,Ravi,19/07/2025 18:00
Islam,18920.00,16970.00,Sutlej,19/07/2025 18:00
Guddu,221202.00,184364.00,Indus,19/07/2025 18:00
Ganda Singh Wala,3409.00,3409.00,Sutlej,19/07/2025 18:00
Domel,,,Jehlum,19/07/2025 18:00
Chattar Klass,,,Jehlum,19/07/2025 18:00
Chashma,418013.00,397231.00,Indus,19/07/2025 18:00
Besham,,,Indus,19/07/2025 18:00
Balloki,42025.00,22325.00,Ravi,19/07/2025 18:00
Azad Pattan,,,Jehlum,19/07/2025 18:00
Trimmu,27788.00,16688.00,Chenab,20/07/2025 0:00
Taunsa,354664.00,342664.00,Indus,20/07/2025 0:00
Tarbela Dam,235000.00,262900.00,Indus,20/07/2025 0:00
Sulemanki,19367.00,13163.00,Sutlej,20/07/2025 0:00
Sukkur,244890.00,193440.00,Indus,20/07/2025 0:00
Skardu,,,Indus,20/07/2025 0:00
Sidhnai,34279.00,24229.00,Ravi,20/07/2025 0:00
Shahdara,9575.00,9575.00,Ravi,20/07/2025 0:00
Rasul,7890.00,0.00,Jehlum,20/07/2025 0:00
Q.Abad,63473.00,53889.00,Chenab,20/07/2025 0:00
Partab Bridge (Bunji),,,Indus,20/07/2025 0:00
Panjnad,31770.00,18810.00,Chenab,20/07/2025 0:00
Muzaffarabad,,,Jehlum,20/07/2025 0:00
Marala,66394.00,43444.00,Chenab,20/07/2025 0:00
Mangla Dam,25000.00,8000.00,Jehlum,20/07/2025 0:00
Kotri,157133.00,115988.00,Indus,20/07/2025 0:00
Kotli,,,Jehlum,20/07/2025 0:00
Khanki,55259.00,51047.00,Chenab,20/07/2025 0:00
Kalabagh,260263.00,252314.00,Indus,20/07/2025 0:00
KABUL,30500.00,30500.00,Kabul,20/07/2025 0:00
Jassar,1100.00,1100.00,Ravi,20/07/2025 0:00
Islam,18920.00,16970.00,Sutlej,20/07/2025 0:00
Guddu,221202.00,184364.00,Indus,20/07/2025 0:00
Ganda Singh Wala,4074.00,4074.00,Sutlej,20/07/2025 0:00
Domel,,,Jehlum,20/07/2025 0:00
Chattar Klass,,,Jehlum,20/07/2025 0:00
Chashma,385575.00,363775.00,Indus,20/07/2025 0:00
Besham,,,Indus,20/07/2025 0:00
Balloki,39845.00,18045.00,Ravi,20/07/2025 0:00
Azad Pattan,,,Jehlum,20/07/2025 0:00
Trimmu,39646.00,28546.00,Chenab,20/07/2025 6:00
Taunsa,366954.00,354954.00,Indus,20/07/2025 6:00
Tarbela Dam,213000.00,262600.00,Indus,20/07/2025 6:00
Sulemanki,21094.00,14890.00,Sutlej,20/07/2025 6:00
Sukkur,200225.00,150525.00,Indus,20/07/2025 6:00
Skardu,,,Indus,20/07/2025 6:00
Sidhnai,34279.00,24229.00,Ravi,20/07/2025 6:00
Shahdara,9575.00,9575.00,Ravi,20/07/2025 6:00
Rasul,7890.00,0.00,Jehlum,20/07/2025 6:00
Q.Abad,57814.00,47814.00,Chenab,20/07/2025 6:00
Partab Bridge (Bunji),,,Indus,20/07/2025 6:00
Panjnad,31770.00,18810.00,Chenab,20/07/2025 6:00
Muzaffarabad,,,Jehlum,20/07/2025 6:00
Marala,55072.00,32122.00,Chenab,20/07/2025 6:00
Mangla Dam,30000.00,8000.00,Jehlum,20/07/2025 6:00
Kotri,162467.00,121742.00,Indus,20/07/2025 6:00
Kotli,,,Jehlum,20/07/2025 6:00
Khanki,53666.00,49434.00,Chenab,20/07/2025 6:00
Kalabagh,229576.00,221627.00,Indus,20/07/2025 6:00
KABUL,29600.00,29600.00,Kabul,20/07/2025 6:00
Jassar,1100.00,1100.00,Ravi,20/07/2025 6:00
Islam,18920.00,16970.00,Sutlej,20/07/2025 6:00
Guddu,208938.00,179466.00,Indus,20/07/2025 6:00
Ganda Singh Wala,3620.00,3620.00,Sutlej,20/07/2025 6:00
Domel,,,Jehlum,20/07/2025 6:00
Chattar Klass,,,Jehlum,20/07/2025 6:00
Chashma,357704.00,335904.00,Indus,20/07/2025 6:00
Besham,,,Indus,20/07/2025 6:00
Balloki,35570.00,13570.00,Ravi,20/07/2025 6:00
Azad Pattan,,,Jehlum,20/07/2025 6:00
Trimmu,39646.00,28546.00,Chenab,20/07/2025 12:00
Taunsa,383420.00,371420.00,Indus,20/07/2025 12:00
Tarbela Dam,282000.00,282300.00,Indus,20/07/2025 12:00
Sulemanki,21094.00,14890.00,Sutlej,20/07/2025 12:00
Sukkur,192110.00,144450.00,Indus,20/07/2025 12:00
Skardu,,,Indus,20/07/2025 12:00
Sidhnai,34812.00,24762.00,Ravi,20/07/2025 12:00
Shahdara,9575.00,9575.00,Ravi,20/07/2025 12:00
Rasul,8465.00,0.00,Jehlum,20/07/2025 12:00
Q.Abad,56524.00,46524.00,Chenab,20/07/2025 12:00
Partab Bridge (Bunji),,,Indus,20/07/2025 12:00
Panjnad,30642.00,17582.00,Chenab,20/07/2025 12:00
Muzaffarabad,,,Jehlum,20/07/2025 12:00
Marala,61227.00,38277.00,Chenab,20/07/2025 12:00
Mangla Dam,36000.00,8000.00,Jehlum,20/07/2025 12:00
Kotri,164245.00,125220.00,Indus,20/07/2025 12:00
Kotli,,,Jehlum,20/07/2025 12:00
Khanki,53666.00,49434.00,Chenab,20/07/2025 12:00
Kalabagh,229438.00,221489.00,Indus,20/07/2025 12:00
KABUL,28700.00,28700.00,Kabul,20/07/2025 12:00
Jassar,1190.00,1190.00,Ravi,20/07/2025 12:00
Islam,18970.00,16970.00,Sutlej,20/07/2025 12:00
Guddu,226741.00,198632.00,Indus,20/07/2025 12:00
Ganda Singh Wala,3620.00,3620.00,Sutlej,20/07/2025 12:00
Domel,,,Jehlum,20/07/2025 12:00
Chattar Klass,,,Jehlum,20/07/2025 12:00
Chashma,295494.00,273644.00,Indus,20/07/2025 12:00
Besham,,,Indus,20/07/2025 12:00
Balloki,33335.00,11335.00,Ravi,20/07/2025 12:00
Azad Pattan,,,Jehlum,20/07/2025 12:00
Trimmu,49312.00,38312.00,Chenab,20/07/2025 18:00
Taunsa,406385.00,395385.00,Indus,20/07/2025 18:00
Tarbela Dam,299000.00,302300.00,Indus,20/07/2025 18:00
Sulemanki,18731.00,10927.00,Sutlej,20/07/2025 18:00
Sukkur,182010.00,135050.00,Indus,20/07/2025 18:00
Skardu,,,Indus,20/07/2025 18:00
Sidhnai,37205.00,26555.00,Ravi,20/07/2025 18:00
Shahdara,9575.00,9575.00,Ravi,20/07/2025 18:00
Rasul,9090.00,0.00,Jehlum,20/07/2025 18:00
Q.Abad,55524.00,44091.00,Chenab,20/07/2025 18:00
Partab Bridge (Bunji),,,Indus,20/07/2025 18:00
Panjnad,30642.00,17582.00,Chenab,20/07/2025 18:00
Muzaffarabad,,,Jehlum,20/07/2025 18:00
Marala,66640.00,43444.00,Chenab,20/07/2025 18:00
Mangla Dam,25000.00,8000.00,Jehlum,20/07/2025 18:00
Kotri,166193.00,128148.00,Indus,20/07/2025 18:00
Kotli,,,Jehlum,20/07/2025 18:00
Khanki,52590.00,48309.00,Chenab,20/07/2025 18:00
Kalabagh,252869.00,244920.00,Indus,20/07/2025 18:00
KABUL,29300.00,29300.00,Kabul,20/07/2025 18:00
Jassar,1009.00,1009.00,Ravi,20/07/2025 18:00
Islam,13642.00,12142.00,Sutlej,20/07/2025 18:00
Guddu,219175.00,198297.00,Indus,20/07/2025 18:00
Ganda Singh Wala,2810.00,2810.00,Sutlej,20/07/2025 18:00
Domel,,,Jehlum,20/07/2025 18:00
Chattar Klass,,,Jehlum,20/07/2025 18:00
Chashma,282899.00,260799.00,Indus,20/07/2025 18:00
Besham,,,Indus,20/07/2025 18:00
Balloki,32465.00,10465.00,Ravi,20/07/2025 18:00
Azad Pattan,,,Jehlum,20/07/2025 18:00
Trimmu,49312.00,38312.00,Chenab,21/07/2025 0:00
Taunsa,423621.00,418621.00,Indus,21/07/2025 0:00
Tarbela Dam,301000.00,302400.00,Indus,21/07/2025 0:00
Sulemanki,18731.00,10927.00,Sutlej,21/07/2025 0:00
Sukkur,182010.00,135050.00,Indus,21/07/2025 0:00
Skardu,,,Indus,21/07/2025 0:00
Sidhnai,37405.00,26555.00,Ravi,21/07/2025 0:00
Shahdara,9575.00,9575.00,Ravi,21/07/2025 0:00
Rasul,9390.00,0.00,Jehlum,21/07/2025 0:00
Q.Abad,53311.00,40368.00,Chenab,21/07/2025 0:00
Partab Bridge (Bunji),,,Indus,21/07/2025 0:00
Panjnad,32270.00,18810.00,Chenab,21/07/2025 0:00
Muzaffarabad,,,Jehlum,21/07/2025 0:00
Marala,66744.00,43444.00,Chenab,21/07/2025 0:00
Mangla Dam,40000.00,8000.00,Jehlum,21/07/2025 0:00
Kotri,166193.00,128148.00,Indus,21/07/2025 0:00
Kotli,,,Jehlum,21/07/2025 0:00
Khanki,48483.00,44202.00,Chenab,21/07/2025 0:00
Kalabagh,267149.00,259200.00,Indus,21/07/2025 0:00
KABUL,30400.00,30400.00,Kabul,21/07/2025 0:00
Jassar,1009.00,1009.00,Ravi,21/07/2025 0:00
Islam,13642.00,12142.00,Sutlej,21/07/2025 0:00
Guddu,219175.00,198297.00,Indus,21/07/2025 0:00
Ganda Singh Wala,2426.00,2426.00,Sutlej,21/07/2025 0:00
Domel,,,Jehlum,21/07/2025 0:00
Chattar Klass,,,Jehlum,21/07/2025 0:00
Chashma,287453.00,265253.00,Indus,21/07/2025 0:00
Besham,,,Indus,21/07/2025 0:00
Balloki,32465.00,10465.00,Ravi,21/07/2025 0:00
Azad Pattan,,,Jehlum,21/07/2025 0:00
Thein Dam,9822.00,10841.00,Ravi,21/07/2025 6:00
Bhakra Dam,43671.00,25567.00,Sutlej,21/07/2025 6:00
Pong Dam,23945.00,18496.00,Byas,21/07/2025 6:00
Trimmu,51271.00,40271.00,Chenab,21/07/2025 8:53
Taunsa,429200.00,423200.00,Indus,21/07/2025 8:53
Tarbela Dam,300000.00,302300.00,Indus,21/07/2025 8:53
Sulemanki,20143.00,12339.00,Sutlej,21/07/2025 8:53
Sukkur,169560.00,124290.00,Indus,21/07/2025 8:53
Skardu,,180500.00,Indus,21/07/2025 8:53
Sidhnai,37405.00,26555.00,Ravi,21/07/2025 8:53
Shahdara,,8912.00,Ravi,21/07/2025 8:53
Rasul,7341.00,0.00,Jehlum,21/07/2025 8:53
Q.Abad,53376.00,39090.00,Chenab,21/07/2025 8:53
Partab Bridge (Bunji),,254600.00,Indus,21/07/2025 8:53
Panjnad,32270.00,18810.00,Chenab,21/07/2025 8:53
Muzaffarabad,,9990.00,Jehlum,21/07/2025 8:53
Marala,70518.00,47218.00,Chenab,21/07/2025 8:53
Mangla Dam,40000.00,8000.00,Jehlum,21/07/2025 8:53
Kotri,172805.00,136300.00,Indus,21/07/2025 8:53
Kotli,,7110.00,Jehlum,21/07/2025 8:53
Khanki,46401.00,42120.00,Chenab,21/07/2025 8:53
Kalabagh,284201.00,276252.00,Indus,21/07/2025 8:53
KABUL,,29900.00,Kabul,21/07/2025 8:53
Jassar,,1009.00,Ravi,21/07/2025 8:53
Islam,13642.00,12142.00,Sutlej,21/07/2025 8:53
Guddu,227264.00,206943.00,Indus,21/07/2025 8:53
Ganda Singh Wala,2324.00,2324.00,Sutlej,21/07/2025 8:53
Domel,,12510.00,Jehlum,21/07/2025 8:53
Chattar Klass,,25170.00,Jehlum,21/07/2025 8:53
Chashma,302968.00,280768.00,Indus,21/07/2025 8:53
Besham,,268900.00,Indus,21/07/2025 8:53
Balloki,32465.00,10465.00,Ravi,21/07/2025 8:53
Azad Pattan,,31740.00,Jehlum,21/07/2025 8:53
Trimmu,54806.00,43806.00,Chenab,21/07/2025 12:00
Taunsa,421806.00,415806.00,Indus,21/07/2025 12:00
Tarbela Dam,320000.00,322000.00,Indus,21/07/2025 12:00
Sulemanki,20143.00,12339.00,Sutlej,21/07/2025 12:00
Sukkur,169560.00,124290.00,Indus,21/07/2025 12:00
Skardu,,,Indus,21/07/2025 12:00
Sidhnai,38574.00,27724.00,Ravi,21/07/2025 12:00
Shahdara,8912.00,8912.00,Ravi,21/07/2025 12:00
Rasul,4185.00,0.00,Jehlum,21/07/2025 12:00
Q.Abad,44010.00,29010.00,Chenab,21/07/2025 12:00
Partab Bridge (Bunji),,,Indus,21/07/2025 12:00
Panjnad,32470.00,18810.00,Chenab,21/07/2025 12:00
Muzaffarabad,,,Jehlum,21/07/2025 12:00
Marala,84482.00,61082.00,Chenab,21/07/2025 12:00
Mangla Dam,28000.00,8000.00,Jehlum,21/07/2025 12:00
Kotri,173505.00,136300.00,Indus,21/07/2025 12:00
Kotli,,,Jehlum,21/07/2025 12:00
Khanki,55353.00,51022.00,Chenab,21/07/2025 12:00
Kalabagh,318572.00,310623.00,Indus,21/07/2025 12:00
KABUL,29000.00,29000.00,Kabul,21/07/2025 12:00
Jassar,1100.00,1100.00,Ravi,21/07/2025 12:00
Islam,13692.00,12142.00,Sutlej,21/07/2025 12:00
Guddu,241501.00,217094.00,Indus,21/07/2025 12:00
Ganda Singh Wala,2000.00,2000.00,Sutlej,21/07/2025 12:00
Domel,,,Jehlum,21/07/2025 12:00
Chattar Klass,,,Jehlum,21/07/2025 12:00
Chashma,301612.00,279412.00,Indus,21/07/2025 12:00
Besham,,,Indus,21/07/2025 12:00
Balloki,33585.00,11585.00,Ravi,21/07/2025 12:00
Azad Pattan,,,Jehlum,21/07/2025 12:00
Trimmu,76667.00,65667.00,Chenab,21/07/2025 18:00
Taunsa,389456.00,383456.00,Indus,21/07/2025 18:00
Tarbela Dam,330000.00,331400.00,Indus,21/07/2025 18:00
Sulemanki,17851.00,9043.00,Sutlej,21/07/2025 18:00
Sukkur,169560.00,124290.00,Indus,21/07/2025 18:00
Skardu,,,Indus,21/07/2025 18:00
Sidhnai,38574.00,27724.00,Ravi,21/07/2025 18:00
Shahdara,8912.00,8912.00,Ravi,21/07/2025 18:00
Rasul,4185.00,0.00,Jehlum,21/07/2025 18:00
Q.Abad,46507.00,31507.00,Chenab,21/07/2025 18:00
Partab Bridge (Bunji),,,Indus,21/07/2025 18:00
Panjnad,32470.00,18810.00,Chenab,21/07/2025 18:00
Muzaffarabad,,,Jehlum,21/07/2025 18:00
Marala,129434.00,105884.00,Chenab,21/07/2025 18:00
Mangla Dam,30000.00,8000.00,Jehlum,21/07/2025 18:00
Kotri,174905.00,136600.00,Indus,21/07/2025 18:00
Kotli,,,Jehlum,21/07/2025 18:00
Khanki,62254.00,57923.00,Chenab,21/07/2025 18:00
Kalabagh,326817.00,318868.00,Indus,21/07/2025 18:00
KABUL,30500.00,30500.00,Kabul,21/07/2025 18:00
Jassar,1100.00,1100.00,Ravi,21/07/2025 18:00
Islam,13742.00,12142.00,Sutlej,21/07/2025 18:00
Guddu,273905.00,249855.00,Indus,21/07/2025 18:00
Ganda Singh Wala,2000.00,2000.00,Sutlej,21/07/2025 18:00
Domel,,,Jehlum,21/07/2025 18:00
Chattar Klass,,,Jehlum,21/07/2025 18:00
Chashma,340707.00,321391.00,Indus,21/07/2025 18:00
Besham,,,Indus,21/07/2025 18:00
Balloki,33785.00,11585.00,Ravi,21/07/2025 18:00
Azad Pattan,,,Jehlum,21/07/2025 18:00
Trimmu,76667.00,65667.00,Chenab,22/07/2025 0:00
Taunsa,376786.00,370786.00,Indus,22/07/2025 0:00
Tarbela Dam,337000.00,340900.00,Indus,22/07/2025 0:00
Sulemanki,17851.00,9043.00,Sutlej,22/07/2025 0:00
Sukkur,169560.00,124290.00,Indus,22/07/2025 0:00
Skardu,,,Indus,22/07/2025 0:00
Sidhnai,38724.00,27724.00,Ravi,22/07/2025 0:00
Shahdara,7586.00,7586.00,Ravi,22/07/2025 0:00
Rasul,4185.00,0.00,Jehlum,22/07/2025 0:00
Q.Abad,59091.00,44091.00,Chenab,22/07/2025 0:00
Partab Bridge (Bunji),,,Indus,22/07/2025 0:00
Panjnad,32470.00,18810.00,Chenab,22/07/2025 0:00
Muzaffarabad,,,Jehlum,22/07/2025 0:00
Marala,136165.00,112615.00,Chenab,22/07/2025 0:00
Mangla Dam,30000.00,8000.00,Jehlum,22/07/2025 0:00
Kotri,174905.00,136300.00,Indus,22/07/2025 0:00
Kotli,,,Jehlum,22/07/2025 0:00
Khanki,86248.00,81917.00,Chenab,22/07/2025 0:00
Kalabagh,318357.00,310408.00,Indus,22/07/2025 0:00
KABUL,32500.00,32500.00,Kabul,22/07/2025 0:00
Jassar,1190.00,1190.00,Ravi,22/07/2025 0:00
