Name of Structure,Inflow_Discharge,Outflow_Discharge,River,Date
Domel,,"13,250",Jehlum,26/07/2025 19:00
Chattar Klass,,"24,330",Jehlum,26/07/2025 19:00
Chashma,"342,283","325,015",Indus,26/07/2025 19:00
Besham,,"288,700",Indus,26/07/2025 19:00
Balloki,"44,100","21,000",Ravi,26/07/2025 19:00
Azad Pattan,,"32,010",Jehlum,26/07/2025 19:00
Trimmu,"74,910","64,310",Chenab,27/07/2025 0:00
Taunsa,"439,121","432,621",Indus,27/07/2025 0:00
Tarbela Dam,"300,000","257,100",Indus,27/07/2025 0:00
Sulemanki,"22,650","11,790",Sutlej,27/07/2025 0:00
Sukkur,"300,270","242,120",Indus,27/07/2025 0:00
Skardu,,,Indus,27/07/2025 0:00
Sidhnai,"28,886","15,586",Ravi,27/07/2025 0:00
Shahdara,"13,721","13,721",Ravi,27/07/2025 0:00
Rasul,"4,185",0,Jehlum,27/07/2025 0:00
Q.Abad,"57,348","42,348",Chenab,27/07/2025 0:00
Partab Bridge (Bunji),,,Indus,27/07/2025 0:00
Panjnad,"54,772","40,362",Chenab,27/07/2025 0:00
Muzaffarabad,,,Jehlum,27/07/2025 0:00
Marala,"61,897","37,497",Chenab,27/07/2025 0:00
Mangla Dam,"30,000","7,000",Jehlum,27/07/2025 0:00
Kotri,"135,845","93,380",Indus,27/07/2025 0:00
Kotli,,,Jehlum,27/07/2025 0:00
Khanki,"52,607","48,027",Chenab,27/07/2025 0:00
Kalabagh,"301,742","294,459",Indus,27/07/2025 0:00
KABUL,"43,600","43,600",Kabul,27/07/2025 0:00
Jassar,"2,129","2,129",Ravi,27/07/2025 0:00
Islam,"4,694","2,944",Sutlej,27/07/2025 0:00
Guddu,"358,530","321,136",Indus,27/07/2025 0:00
Ganda Singh Wala,"3,620","3,620",Sutlej,27/07/2025 0:00
Domel,,,Jehlum,27/07/2025 0:00
Chattar Klass,,,Jehlum,27/07/2025 0:00
Chashma,"340,373","321,818",Indus,27/07/2025 0:00
Besham,,,Indus,27/07/2025 0:00
Balloki,"44,100","21,000",Ravi,27/07/2025 0:00
Azad Pattan,,,Jehlum,27/07/2025 0:00
Harike,"24,055","1,950",Sutlej,27/07/2025 6:00
Trimmu,"74,910","64,310",Chenab,27/07/2025 10:19
Taunsa,"443,805","437,305",Indus,27/07/2025 10:19
Tarbela Dam,"295,000","257,500",Indus,27/07/2025 10:19
Sulemanki,"20,185","9,423",Sutlej,27/07/2025 10:19
Sukkur,"297,908","239,058",Indus,27/07/2025 10:19
Skardu,,"165,100",Indus,27/07/2025 10:19
Sidhnai,"28,886","15,586",Ravi,27/07/2025 10:19
Shahdara,,"11,230",Ravi,27/07/2025 10:19
Rasul,"4,185",0,Jehlum,27/07/2025 10:19
Q.Abad,"54,696","39,696",Chenab,27/07/2025 10:19
Partab Bridge (Bunji),,"247,900",Indus,27/07/2025 10:19
Panjnad,"52,830","38,420",Chenab,27/07/2025 10:19
Muzaffarabad,,"8,060",Jehlum,27/07/2025 10:19
Marala,"56,544","32,144",Chenab,27/07/2025 10:19
Mangla Dam,"40,000","7,000",Jehlum,27/07/2025 10:19
Kotri,"135,845","93,380",Indus,27/07/2025 10:19
Kotli,,"4,920",Jehlum,27/07/2025 10:19
Khanki,"50,849","46,269",Chenab,27/07/2025 10:19
Kalabagh,"315,959","308,676",Indus,27/07/2025 10:19
KABUL,,"40,500",Kabul,27/07/2025 10:19
Jassar,,"2,129",Ravi,27/07/2025 10:19
Islam,"4,694","2,944",Sutlej,27/07/2025 10:19
Guddu,"389,780","352,364",Indus,27/07/2025 10:19
Ganda Singh Wala,"1,014","1,014",Sutlej,27/07/2025 10:19
Domel,,"13,000",Jehlum,27/07/2025 10:19
Chattar Klass,,"24,330",Jehlum,27/07/2025 10:19
Chashma,"342,390","323,690",Indus,27/07/2025 10:19
Besham,,"283,000",Indus,27/07/2025 10:19
Balloki,"42,725","19,625",Ravi,27/07/2025 10:19
Azad Pattan,,"32,820",Jehlum,27/07/2025 10:19
Trimmu,"74,910","64,310",Chenab,27/07/2025 14:16
Taunsa,"434,848","428,348",Indus,27/07/2025 14:16
Tarbela Dam,"291,000","257,600",Indus,27/07/2025 14:16
Sulemanki,"20,185","9,423",Sutlej,27/07/2025 14:16
Sukkur,"297,908","239,058",Indus,27/07/2025 14:16
Skardu,,"167,700",Indus,27/07/2025 14:16
Sidhnai,"28,886","15,586",Ravi,27/07/2025 14:16
Shahdara,,"11,230",Ravi,27/07/2025 14:16
Rasul,"4,185",0,Jehlum,27/07/2025 14:16
Q.Abad,"46,788","31,788",Chenab,27/07/2025 14:16
Partab Bridge (Bunji),,"241,900",Indus,27/07/2025 14:16
Panjnad,"51,386","36,976",Chenab,27/07/2025 14:16
Muzaffarabad,,"7,820",Jehlum,27/07/2025 14:16
Marala,"57,044","32,144",Chenab,27/07/2025 14:16
Mangla Dam,"30,000","7,000",Jehlum,27/07/2025 14:16
Kotri,"140,432","97,967",Indus,27/07/2025 14:16
Kotli,,"4,920",Jehlum,27/07/2025 14:16
Khanki,"50,929","46,269",Chenab,27/07/2025 14:16
Kalabagh,"335,641","328,358",Indus,27/07/2025 14:16
KABUL,,"37,800",Kabul,27/07/2025 14:16
Jassar,,"2,035",Ravi,27/07/2025 14:16
Islam,"5,347","3,597",Sutlej,27/07/2025 14:16
Guddu,"405,304","367,888",Indus,27/07/2025 14:16
Ganda Singh Wala,360,360,Sutlej,27/07/2025 14:16
Domel,,"12,510",Jehlum,27/07/2025 14:16
Chattar Klass,,"24,330",Jehlum,27/07/2025 14:16
Chashma,"328,188","309,338",Indus,27/07/2025 14:16
Besham,,"279,700",Indus,27/07/2025 14:16
Balloki,"42,725","19,625",Ravi,27/07/2025 14:16
Azad Pattan,,"31,740",Jehlum,27/07/2025 14:16
Trimmu,"74,910","64,310",Chenab,27/07/2025 20:39
Taunsa,"425,429","418,929",Indus,27/07/2025 20:39
Tarbela Dam,"288,000","257,800",Indus,27/07/2025 20:39
Sulemanki,"20,234","9,423",Sutlej,27/07/2025 20:39
Sukkur,"300,050","241,000",Indus,27/07/2025 20:39
Skardu,,"169,000",Indus,27/07/2025 20:39
Sidhnai,"29,827","16,527",Ravi,27/07/2025 20:39
Shahdara,,"10,404",Ravi,27/07/2025 20:39
Rasul,"4,185",0,Jehlum,27/07/2025 20:39
Q.Abad,"46,788","31,788",Chenab,27/07/2025 20:39
Partab Bridge (Bunji),,"238,600",Indus,27/07/2025 20:39
Panjnad,"51,386","36,976",Chenab,27/07/2025 20:39
Muzaffarabad,,"7,360",Jehlum,27/07/2025 20:39
Marala,"62,447","37,497",Chenab,27/07/2025 20:39
Mangla Dam,"30,000","7,000",Jehlum,27/07/2025 20:39
Kotri,"142,228","99,763",Indus,27/07/2025 20:39
Kotli,,"4,690",Jehlum,27/07/2025 20:39
Khanki,"51,229","46,269",Chenab,27/07/2025 20:39
Kalabagh,"321,941","314,658",Indus,27/07/2025 20:39
KABUL,,"39,200",Kabul,27/07/2025 20:39
Jassar,,"1,753",Ravi,27/07/2025 20:39
Islam,"5,397","3,597",Sutlej,27/07/2025 20:39
Guddu,"405,650","367,888",Indus,27/07/2025 20:39
Ganda Singh Wala,360,360,Sutlej,27/07/2025 20:39
Domel,,"12,750",Jehlum,27/07/2025 20:39
Chattar Klass,,"23,770",Jehlum,27/07/2025 20:39
Chashma,"341,863","322,863",Indus,27/07/2025 20:39
Besham,,"273,900",Indus,27/07/2025 20:39
Balloki,"41,535","18,335",Ravi,27/07/2025 20:39
Azad Pattan,,"30,660",Jehlum,27/07/2025 20:39
Thein Dam,"12,634","9,233",Ravi,28/07/2025 0:00
Bhakra Dam,"41,604","26,150",Sutlej,28/07/2025 0:00
Harike,"23,343","1,950",Sutlej,28/07/2025 6:00
Pong Dam,"25,668","18,199",Byas,28/07/2025 6:00
Trimmu,"67,864","57,264",Chenab,28/07/2025 8:45
Taunsa,"398,886","392,386",Indus,28/07/2025 8:45
Tarbela Dam,"283,000","258,200",Indus,28/07/2025 8:45
Sulemanki,"18,830","5,800",Sutlej,28/07/2025 8:45
Sukkur,"329,122","270,022",Indus,28/07/2025 8:45
Skardu,,"162,300",Indus,28/07/2025 8:45
Sidhnai,"31,087","17,787",Ravi,28/07/2025 8:45
Shahdara,,"8,912",Ravi,28/07/2025 8:45
Rasul,"4,185",0,Jehlum,28/07/2025 8:45
Q.Abad,"42,778","27,778",Chenab,28/07/2025 8:45
Partab Bridge (Bunji),,"238,600",Indus,28/07/2025 8:45
Panjnad,"50,137","35,727",Chenab,28/07/2025 8:45
Muzaffarabad,,"7,820",Jehlum,28/07/2025 8:45
Marala,"62,447","37,497",Chenab,28/07/2025 8:45
Mangla Dam,"28,000","7,000",Jehlum,28/07/2025 8:45
Kotri,"147,197","104,732",Indus,28/07/2025 8:45
Kotli,,49,Jehlum,28/07/2025 8:45
Khanki,"48,925","43,955",Chenab,28/07/2025 8:45
Kalabagh,"300,182","292,899",Indus,28/07/2025 8:45
KABUL,,"38,200",Kabul,28/07/2025 8:45
Jassar,,"1,753",Ravi,28/07/2025 8:45
Islam,"7,600","5,800",Sutlej,28/07/2025 8:45
Guddu,"415,466","378,050",Indus,28/07/2025 8:45
Ganda Singh Wala,687,687,Sutlej,28/07/2025 8:45
Domel,,"12,750",Jehlum,28/07/2025 8:45
Chattar Klass,,"24,330",Jehlum,28/07/2025 8:45
Chashma,"333,004","314,004",Indus,28/07/2025 8:45
Besham,,"268,900",Indus,28/07/2025 8:45
Balloki,"35,905","12,705",Ravi,28/07/2025 8:45
Azad Pattan,,"30,660",Jehlum,28/07/2025 8:45
Trimmu,"67,922","57,264",Chenab,28/07/2025 17:56
Taunsa,"385,436","378,936",Indus,28/07/2025 17:56
Tarbela Dam,"277,000","252,600",Indus,28/07/2025 17:56
Sulemanki,"18,830","7,772",Sutlej,28/07/2025 17:56
Sukkur,"329,122","270,022",Indus,28/07/2025 17:56
Skardu,,"167,700",Indus,28/07/2025 17:56
Sidhnai,"30,159","16,859",Ravi,28/07/2025 17:56
Shahdara,,"8,912",Ravi,28/07/2025 17:56
Rasul,"4,185",0,Jehlum,28/07/2025 17:56
Q.Abad,"42,778","27,778",Chenab,28/07/2025 17:56
Partab Bridge (Bunji),,"233,200",Indus,28/07/2025 17:56
Panjnad,"49,541","35,131",Chenab,28/07/2025 17:56
Muzaffarabad,,"7,360",Jehlum,28/07/2025 17:56
Marala,"57,389","32,144",Chenab,28/07/2025 17:56
Mangla Dam,"28,000","7,000",Jehlum,28/07/2025 17:56
Kotri,"147,197","104,732",Indus,28/07/2025 17:56
Kotli,,"4,920",Jehlum,28/07/2025 17:56
Khanki,"53,205","48,027",Chenab,28/07/2025 17:56
Kalabagh,"315,541","308,258",Indus,28/07/2025 17:56
KABUL,,"34,200",Kabul,28/07/2025 17:56
Jassar,,"1,660",Ravi,28/07/2025 17:56
Islam,"8,109","6,609",Sutlej,28/07/2025 17:56
Guddu,"402,058","364,887",Indus,28/07/2025 17:56
Ganda Singh Wala,687,687,Sutlej,28/07/2025 17:56
Domel,,"12,260",Jehlum,28/07/2025 17:56
Chattar Klass,,"23,770",Jehlum,28/07/2025 17:56
Chashma,"337,054","317,199",Indus,28/07/2025 17:56
Besham,,"265,600",Indus,28/07/2025 17:56
Balloki,"36,155","12,705",Ravi,28/07/2025 17:56
Azad Pattan,,"30,400",Jehlum,28/07/2025 17:56
Trimmu,"64,580","53,830",Chenab,28/07/2025 18:00
Taunsa,"363,786","355,286",Indus,28/07/2025 18:00
Tarbela Dam,"277,000","258,600",Indus,28/07/2025 18:00
Sulemanki,"17,119","5,765",Sutlej,28/07/2025 18:00
Sukkur,"329,122","270,022",Indus,28/07/2025 18:00
Skardu,,,Indus,28/07/2025 18:00
Sidhnai,"30,059","16,859",Ravi,28/07/2025 18:00
Shahdara,"8,912","8,912",Ravi,28/07/2025 18:00
Rasul,"4,185",0,Jehlum,28/07/2025 18:00
Q.Abad,"46,788","31,788",Chenab,28/07/2025 18:00
Partab Bridge (Bunji),,,Indus,28/07/2025 18:00
Panjnad,"49,541","35,131",Chenab,28/07/2025 18:00
Muzaffarabad,,,Jehlum,28/07/2025 18:00
Marala,"74,153","48,203",Chenab,28/07/2025 18:00
Mangla Dam,"20,000","7,000",Jehlum,28/07/2025 18:00
Kotri,"147,197","104,732",Indus,28/07/2025 18:00
Kotli,,,Jehlum,28/07/2025 18:00
Khanki,"48,631","43,453",Chenab,28/07/2025 18:00
Kalabagh,"301,800","294,517",Indus,28/07/2025 18:00
KABUL,"34,400","34,400",Kabul,28/07/2025 18:00
Jassar,"1,660","1,660",Ravi,28/07/2025 18:00
Islam,"8,109","6,609",Sutlej,28/07/2025 18:00
Guddu,"401,490","364,887",Indus,28/07/2025 18:00
Ganda Singh Wala,687,687,Sutlej,28/07/2025 18:00
Domel,,,Jehlum,28/07/2025 18:00
Chattar Klass,,,Jehlum,28/07/2025 18:00
Chashma,"315,875","294,440",Indus,28/07/2025 18:00
Besham,,,Indus,28/07/2025 18:00
Balloki,"34,665","10,465",Ravi,28/07/2025 18:00
Azad Pattan,,,Jehlum,28/07/2025 18:00
Thein Dam,"12,848","10,606",Ravi,29/07/2025 0:00
Bhakra Dam,"45,857","25,384",Sutlej,29/07/2025 0:00
Pong Dam,"12,848","17,501",Byas,29/07/2025 6:00
Trimmu,"58,966","48,216",Chenab,29/07/2025 11:48
Taunsa,"331,915","320,415",Indus,29/07/2025 11:48
Tarbela Dam,"280,000","259,100",Indus,29/07/2025 11:48
Sulemanki,"16,407","4,974",Sutlej,29/07/2025 11:48
Sukkur,"360,080","300,880",Indus,29/07/2025 11:48
Skardu,,"163,900",Indus,29/07/2025 11:48
Sidhnai,"29,173","15,973",Ravi,29/07/2025 11:48
Shahdara,,"7,586",Ravi,29/07/2025 11:48
Rasul,"4,185",0,Jehlum,29/07/2025 11:48
Q.Abad,"46,788","31,788",Chenab,29/07/2025 11:48
Partab Bridge (Bunji),,"238,100",Indus,29/07/2025 11:48
Panjnad,"50,327","35,917",Chenab,29/07/2025 11:48
Muzaffarabad,,"8,060",Jehlum,29/07/2025 11:48
Marala,"69,800","42,850",Chenab,29/07/2025 11:48
Mangla Dam,"36,000","7,000",Jehlum,29/07/2025 11:48
Kotri,"150,411","107,946",Indus,29/07/2025 11:48
Kotli,,"5,170",Jehlum,29/07/2025 11:48
Khanki,"54,815","49,434",Chenab,29/07/2025 11:48
Kalabagh,"293,389","285,956",Indus,29/07/2025 11:48
KABUL,,"30,300",Kabul,29/07/2025 11:48
Jassar,,"3,141",Ravi,29/07/2025 11:48
Islam,"8,139","6,609",Sutlej,29/07/2025 11:48
Guddu,"423,186","387,050",Indus,29/07/2025 11:48
Ganda Singh Wala,687,687,Sutlej,29/07/2025 11:48
Domel,,"13,000",Jehlum,29/07/2025 11:48
Chattar Klass,,"23,770",Jehlum,29/07/2025 11:48
Chashma,"310,699","288,499",Indus,29/07/2025 11:48
Besham,,"262,300",Indus,29/07/2025 11:48
Balloki,"33,330","9,130",Ravi,29/07/2025 11:48
Azad Pattan,,"30,400",Jehlum,29/07/2025 11:48
Trimmu,"46,546","35,796",Chenab,29/07/2025 23:50
Taunsa,"328,347","314,847",Indus,29/07/2025 23:50
Tarbela Dam,"272,000","254,000",Indus,29/07/2025 23:50
Sulemanki,"16,559","4,974",Sutlej,29/07/2025 23:50
Sukkur,"362,280","303,330",Indus,29/07/2025 23:50
Skardu,,"172,400",Indus,29/07/2025 23:50
Sidhnai,"27,786","14,586",Ravi,29/07/2025 23:50
Shahdara,,"7,586",Ravi,29/07/2025 23:50
Rasul,"4,185",0,Jehlum,29/07/2025 23:50
Q.Abad,"54,227","39,227",Chenab,29/07/2025 23:50
Partab Bridge (Bunji),,"242,400",Indus,29/07/2025 23:50
Panjnad,"50,327","35,917",Chenab,29/07/2025 23:50
Muzaffarabad,,"7,360",Jehlum,29/07/2025 23:50
Marala,"85,859","58,909",Chenab,29/07/2025 23:50
Mangla Dam,"30,000","7,000",Jehlum,29/07/2025 23:50
Kotri,"158,920","116,455",Indus,29/07/2025 23:50
Kotli,,"4,690",Jehlum,29/07/2025 23:50
Khanki,"60,896","55,536",Chenab,29/07/2025 23:50
Kalabagh,"293,858","286,255",Indus,29/07/2025 23:50
KABUL,,"31,300",Kabul,29/07/2025 23:50
Jassar,,"4,407",Ravi,29/07/2025 23:50
Islam,"9,417","7,887",Sutlej,29/07/2025 23:50
Guddu,"423,913","390,107",Indus,29/07/2025 23:50
Ganda Singh Wala,687,687,Sutlej,29/07/2025 23:50
Domel,,"12,510",Jehlum,29/07/2025 23:50
Chattar Klass,,"22,680",Jehlum,29/07/2025 23:50
Chashma,"305,223","283,023",Indus,29/07/2025 23:50
Besham,,"267,300",Indus,29/07/2025 23:50
Balloki,"31,560","7,360",Ravi,29/07/2025 23:50
Azad Pattan,,"30,660",Jehlum,29/07/2025 23:50
Thein Dam,"25,005","9,907",Ravi,30/07/2025 0:00
Bhakra Dam,"52,608","22,526",Sutlej,30/07/2025 0:00
Pong Dam,"129,931","14,010",Byas,30/07/2025 6:00
Trimmu,"41,630","30,880",Chenab,30/07/2025 9:17
Taunsa,"310,090","296,590",Indus,30/07/2025 9:17
Tarbela Dam,"266,000","281,100",Indus,30/07/2025 9:17
Sulemanki,"15,546","3,858",Sutlej,30/07/2025 9:17
Sukkur,"375,341","315,881",Indus,30/07/2025 9:17
Skardu,,"170,900",Indus,30/07/2025 9:17
Sidhnai,"22,706","9,256",Ravi,30/07/2025 9:17
Shahdara,,"7,586",Ravi,30/07/2025 9:17
Rasul,"4,285",0,Jehlum,30/07/2025 9:17
Q.Abad,"54,227","39,227",Chenab,30/07/2025 9:17
Partab Bridge (Bunji),,"246,300",Indus,30/07/2025 9:17
Panjnad,"53,936","39,526",Chenab,30/07/2025 9:17
Muzaffarabad,,"7,820",Jehlum,30/07/2025 9:17
Marala,"85,859","58,909",Chenab,30/07/2025 9:17
Mangla Dam,"43,000","7,000",Jehlum,30/07/2025 9:17
Kotri,"166,060","123,595",Indus,30/07/2025 9:17
Kotli,,"5,690",Jehlum,30/07/2025 9:17
Khanki,"60,896","55,536",Chenab,30/07/2025 9:17
Kalabagh,"290,385","282,574",Indus,30/07/2025 9:17
KABUL,,"29,200",Kabul,30/07/2025 9:17
Jassar,,"8,597",Ravi,30/07/2025 9:17
Islam,"7,360","5,800",Sutlej,30/07/2025 9:17
Guddu,"424,239","390,107",Indus,30/07/2025 9:17
Ganda Singh Wala,687,687,Sutlej,30/07/2025 9:17
Domel,,"13,510",Jehlum,30/07/2025 9:17
Chattar Klass,,"23,220",Jehlum,30/07/2025 9:17
Chashma,"331,295","309,095",Indus,30/07/2025 9:17
Besham,,"265,200",Indus,30/07/2025 9:17
Balloki,"30,600","6,300",Ravi,30/07/2025 9:17
Azad Pattan,,"36,380",Jehlum,30/07/2025 9:17
Trimmu,"41,630","30,880",Chenab,30/07/2025 15:30
Taunsa,"310,090","296,590",Indus,30/07/2025 15:30
Tarbela Dam,"286,000","270,800",Indus,30/07/2025 15:30
Sulemanki,"15,546","3,858",Sutlej,30/07/2025 15:30
Sukkur,"375,341","315,881",Indus,30/07/2025 15:30
Skardu,,"180,500",Indus,30/07/2025 15:30
Sidhnai,"22,085","8,635",Ravi,30/07/2025 15:30
Shahdara,,"8,249",Ravi,30/07/2025 15:30
Rasul,"4,285",0,Jehlum,30/07/2025 15:30
Q.Abad,"56,824","41,824",Chenab,30/07/2025 15:30
Partab Bridge (Bunji),,"251,200",Indus,30/07/2025 15:30
Panjnad,"53,936","39,526",Chenab,30/07/2025 15:30
Muzaffarabad,,"8,770",Jehlum,30/07/2025 15:30
Marala,"156,318","129,368",Chenab,30/07/2025 15:30
Mangla Dam,"43,000","7,000",Jehlum,30/07/2025 15:30
Kotri,"166,060","123,595",Indus,30/07/2025 15:30
Kotli,,"7,420",Jehlum,30/07/2025 15:30
Khanki,"70,431","65,071",Chenab,30/07/2025 15:30
Kalabagh,"300,835","293,024",Indus,30/07/2025 15:30
KABUL,,"31,400",Kabul,30/07/2025 15:30
Jassar,,"12,571",Ravi,30/07/2025 15:30
Islam,"6,588","5,028",Sutlej,30/07/2025 15:30
Guddu,"424,036","390,107",Indus,30/07/2025 15:30
Ganda Singh Wala,360,360,Sutlej,30/07/2025 15:30
Domel,,"12,750",Jehlum,30/07/2025 15:30
Chattar Klass,,"25,460",Jehlum,30/07/2025 15:30
Chashma,"345,829","323,629",Indus,30/07/2025 15:30
Besham,,"266,000",Indus,30/07/2025 15:30
Balloki,"30,680","6,280",Ravi,30/07/2025 15:30
Azad Pattan,,"35,560",Jehlum,30/07/2025 15:30
Trimmu,"41,830","30,880",Chenab,30/07/2025 19:36
Taunsa,"300,146","286,646",Indus,30/07/2025 19:36
Tarbela Dam,"288,000","270,200",Indus,30/07/2025 19:36
Sulemanki,"15,361","3,372",Sutlej,30/07/2025 19:36
Sukkur,"375,341","315,881",Indus,30/07/2025 19:36
Skardu,,"177,200",Indus,30/07/2025 19:36
Sidhnai,"20,082","6,532",Ravi,30/07/2025 19:36
Shahdara,,"8,249",Ravi,30/07/2025 19:36
Rasul,"15,275","7,990",Jehlum,30/07/2025 19:36
Q.Abad,"66,132","51,132",Chenab,30/07/2025 19:36
Partab Bridge (Bunji),,"254,600",Indus,30/07/2025 19:36
Panjnad,"53,936","39,526",Chenab,30/07/2025 19:36
Muzaffarabad,,"7,820",Jehlum,30/07/2025 19:36
Marala,"206,233","179,433",Chenab,30/07/2025 19:36
Mangla Dam,"45,000","7,000",Jehlum,30/07/2025 19:36
Kotri,"166,060","123,595",Indus,30/07/2025 19:36
Kotli,,"5,950",Jehlum,30/07/2025 19:36
Khanki,"100,526","95,166",Chenab,30/07/2025 19:36
Kalabagh,"306,171","298,360",Indus,30/07/2025 19:36
KABUL,,"33,700",Kabul,30/07/2025 19:36
Jassar,,"23,700",Ravi,30/07/2025 19:36
Islam,"6,888","5,028",Sutlej,30/07/2025 19:36
Guddu,"424,036","390,107",Indus,30/07/2025 19:36
Ganda Singh Wala,360,360,Sutlej,30/07/2025 19:36
Domel,,"12,260",Jehlum,30/07/2025 19:36
Chattar Klass,,"24,890",Jehlum,30/07/2025 19:36
Chashma,"318,973","296,773",Indus,30/07/2025 19:36
Besham,,"267,300",Indus,30/07/2025 19:36
Balloki,"31,320","6,920",Ravi,30/07/2025 19:36
Azad Pattan,,"34,730",Jehlum,30/07/2025 19:36
Thein Dam,"37,523","10,151",Ravi,31/07/2025 0:00
Bhakra Dam,"51,010","22,081",Sutlej,31/07/2025 0:00
Trimmu,"41,830","30,880",Chenab,31/07/2025 1:29
Taunsa,"300,146","286,646",Indus,31/07/2025 1:29
Tarbela Dam,"289,000","259,800",Indus,31/07/2025 1:29
Sulemanki,"15,361","3,372",Sutlej,31/07/2025 1:29
Sukkur,"375,341","315,881",Indus,31/07/2025 1:29
Skardu,,"174,000",Indus,31/07/2025 1:29
Sidhnai,"20,182","6,532",Ravi,31/07/2025 1:29
Shahdara,,"12,063",Ravi,31/07/2025 1:29
Rasul,"15,275","7,990",Jehlum,31/07/2025 1:29
Q.Abad,"114,412","99,412",Chenab,31/07/2025 1:29
Partab Bridge (Bunji),,"255,200",Indus,31/07/2025 1:29
Panjnad,"53,936","39,526",Chenab,31/07/2025 1:29
Muzaffarabad,,"7,820",Jehlum,31/07/2025 1:29
Marala,"177,105","150,305",Chenab,31/07/2025 1:29
Mangla Dam,"38,000","7,000",Jehlum,31/07/2025 1:29
Kotri,"166,060","123,595",Indus,31/07/2025 1:29
Kotli,,"5,420",Jehlum,31/07/2025 1:29
Khanki,"171,094","165,734",Chenab,31/07/2025 1:29
Kalabagh,"302,371","294,560",Indus,31/07/2025 1:29
KABUL,,"33,000",Kabul,31/07/2025 1:29
Jassar,,"29,900",Ravi,31/07/2025 1:29
Islam,"6,888","5,028",Sutlej,31/07/2025 1:29
Guddu,"424,036","390,107",Indus,31/07/2025 1:29
Ganda Singh Wala,687,687,Sutlej,31/07/2025 1:29
Domel,,"13,000",Jehlum,31/07/2025 1:29
Chattar Klass,,"24,050",Jehlum,31/07/2025 1:29
Chashma,"331,710","310,666",Indus,31/07/2025 1:29
Besham,,"266,000",Indus,31/07/2025 1:29
Balloki,"32,880","8,880",Ravi,31/07/2025 1:29
Azad Pattan,,"32,820",Jehlum,31/07/2025 1:29
Pong Dam,"125,692","10,010",Byas,31/07/2025 6:00
Trimmu,"41,830","30,880",Chenab,31/07/2025 9:51
Taunsa,"295,510","282,010",Indus,31/07/2025 9:51
Tarbela Dam,"294,000","260,100",Indus,31/07/2025 9:51
Sulemanki,"15,352","3,858",Sutlej,31/07/2025 9:51
Sukkur,"379,455","319,555",Indus,31/07/2025 9:51
Skardu,,"179,700",Indus,31/07/2025 9:51
Sidhnai,"18,325","4,575",Ravi,31/07/2025 9:51
Shahdara,,"14,129",Ravi,31/07/2025 9:51
Rasul,"9,626","5,341",Jehlum,31/07/2025 9:51
Q.Abad,"166,796","151,796",Chenab,31/07/2025 9:51
Partab Bridge (Bunji),,"252,900",Indus,31/07/2025 9:51
Panjnad,"60,852","46,442",Chenab,31/07/2025 9:51
Muzaffarabad,,"8,530",Jehlum,31/07/2025 9:51
Marala,"135,880","109,080",Chenab,31/07/2025 9:51
Mangla Dam,"33,000","7,000",Jehlum,31/07/2025 9:51
Kotri,"168,383","125,918",Indus,31/07/2025 9:51
Kotli,,"4,920",Jehlum,31/07/2025 9:51
Khanki,"161,716","156,356",Chenab,31/07/2025 9:51
Kalabagh,"313,533","305,722",Indus,31/07/2025 9:51
KABUL,,"32,200",Kabul,31/07/2025 9:51
Jassar,,"30,690",Ravi,31/07/2025 9:51
Islam,"5,800","3,940",Sutlej,31/07/2025 9:51
Guddu,"419,223","385,393",Indus,31/07/2025 9:51
Ganda Singh Wala,687,687,Sutlej,31/07/2025 9:51
Domel,,"13,250",Jehlum,31/07/2025 9:51
Chattar Klass,,"23,770",Jehlum,31/07/2025 9:51
Chashma,"332,056","309,856",Indus,31/07/2025 9:51
Besham,,"265,200",Indus,31/07/2025 9:51
Balloki,"32,880","8,880",Ravi,31/07/2025 9:51
Azad Pattan,,"32,010",Jehlum,31/07/2025 9:51
Trimmu,"41,830","30,880",Chenab,31/07/2025 14:26
Taunsa,"304,262","290,762",Indus,31/07/2025 14:26
Tarbela Dam,"291,000","254,500",Indus,31/07/2025 14:26
Sulemanki,"15,352","3,858",Sutlej,31/07/2025 14:26
Sukkur,"379,455","319,555",Indus,31/07/2025 14:26
Skardu,,"172,400",Indus,31/07/2025 14:26
Sidhnai,"18,325","4,575",Ravi,31/07/2025 14:26
Shahdara,,"17,800",Ravi,31/07/2025 14:26
Rasul,"4,285",0,Jehlum,31/07/2025 14:26
Q.Abad,"171,580","156,580",Chenab,31/07/2025 14:26
Partab Bridge (Bunji),,"246,300",Indus,31/07/2025 14:26
Panjnad,"60,852","46,442",Chenab,31/07/2025 14:26
Muzaffarabad,,"7,820",Jehlum,31/07/2025 14:26
Marala,"135,880","109,080",Chenab,31/07/2025 14:26
Mangla Dam,"33,000","7,000",Jehlum,31/07/2025 14:26
Kotri,"168,383","125,918",Indus,31/07/2025 14:26
Kotli,,"5,420",Jehlum,31/07/2025 14:26
Khanki,"145,113","139,635",Chenab,31/07/2025 14:26
Kalabagh,"333,286","325,475",Indus,31/07/2025 14:26
KABUL,,"32,800",Kabul,31/07/2025 14:26
Jassar,,"30,690",Ravi,31/07/2025 14:26
Islam,"5,820","3,940",Sutlej,31/07/2025 14:26
Guddu,"405,819","371,931",Indus,31/07/2025 14:26
Ganda Singh Wala,"2,000","2,000",Sutlej,31/07/2025 14:26
Domel,,"11,300",Jehlum,31/07/2025 14:26
