Name of Structure,Inflow_Discharge,Outflow_Discharge,River,Date
Chashma,318973,296773,Indus,30/07/2025 19:36
Besham,,267300,Indus,30/07/2025 19:36
Balloki,31320,6920,Ravi,30/07/2025 19:36
Azad Pattan,,34730,Jehlum,30/07/2025 19:36
Thein Dam,37523,10151,Ravi,31/07/2025 0:00
Bhakra Dam,51010,22081,Sutlej,31/07/2025 0:00
Trimmu,41830,30880,Chenab,31/07/2025 1:29
Taunsa,300146,286646,Indus,31/07/2025 1:29
Tarbela Dam,289000,259800,Indus,31/07/2025 1:29
Sulemanki,15361,3372,Sutlej,31/07/2025 1:29
Sukkur,375341,315881,Indus,31/07/2025 1:29
Skardu,,174000,Indus,31/07/2025 1:29
Sidhnai,20182,6532,Ravi,31/07/2025 1:29
Shahdara,,12063,Ravi,31/07/2025 1:29
Rasul,15275,7990,Jehlum,31/07/2025 1:29
Q.Abad,114412,99412,Chenab,31/07/2025 1:29
Partab Bridge (Bunji),,255200,Indus,31/07/2025 1:29
Panjnad,53936,39526,Chenab,31/07/2025 1:29
Muzaffarabad,,7820,Jehlum,31/07/2025 1:29
Marala,177105,150305,Chenab,31/07/2025 1:29
Mangla Dam,38000,7000,Jehlum,31/07/2025 1:29
Kotri,166060,123595,Indus,31/07/2025 1:29
Kotli,,5420,Jehlum,31/07/2025 1:29
Khanki,171094,165734,Chenab,31/07/2025 1:29
Kalabagh,302371,294560,Indus,31/07/2025 1:29
KABUL,,33000,Kabul,31/07/2025 1:29
Jassar,29900,29900,Ravi,31/07/2025 1:29
Islam,6888,5028,Sutlej,31/07/2025 1:29
Guddu,424036,390107,Indus,31/07/2025 1:29
Ganda Singh Wala,687,687,Sutlej,31/07/2025 1:29
Domel,,13000,Jehlum,31/07/2025 1:29
Chattar Klass,,24050,Jehlum,31/07/2025 1:29
Chashma,331710,310666,Indus,31/07/2025 1:29
Besham,,266000,Indus,31/07/2025 1:29
Balloki,32880,8880,Ravi,31/07/2025 1:29
Azad Pattan,,32820,Jehlum,31/07/2025 1:29
Pong Dam,125692,10010,Byas,31/07/2025 6:00
Trimmu,41830,30880,Chenab,31/07/2025 9:51
Taunsa,295510,282010,Indus,31/07/2025 9:51
Tarbela Dam,294000,260100,Indus,31/07/2025 9:51
Sulemanki,15352,3858,Sutlej,31/07/2025 9:51
Sukkur,379455,319555,Indus,31/07/2025 9:51
Skardu,,179700,Indus,31/07/2025 9:51
Sidhnai,18325,4575,Ravi,31/07/2025 9:51
Shahdara,,14129,Ravi,31/07/2025 9:51
Rasul,9626,5341,Jehlum,31/07/2025 9:51
Q.Abad,166796,151796,Chenab,31/07/2025 9:51
Partab Bridge (Bunji),,252900,Indus,31/07/2025 9:51
Panjnad,60852,46442,Chenab,31/07/2025 9:51
Muzaffarabad,,8530,Jehlum,31/07/2025 9:51
Marala,135880,109080,Chenab,31/07/2025 9:51
Mangla Dam,33000,7000,Jehlum,31/07/2025 9:51
Kotri,168383,125918,Indus,31/07/2025 9:51
Kotli,,4920,Jehlum,31/07/2025 9:51
Khanki,161716,156356,Chenab,31/07/2025 9:51
Kalabagh,313533,305722,Indus,31/07/2025 9:51
KABUL,,32200,Kabul,31/07/2025 9:51
Jassar,30690,30690,Ravi,31/07/2025 9:51
Islam,5800,3940,Sutlej,31/07/2025 9:51
Guddu,419223,385393,Indus,31/07/2025 9:51
Ganda Singh Wala,687,687,Sutlej,31/07/2025 9:51
Domel,,13250,Jehlum,31/07/2025 9:51
Chattar Klass,,23770,Jehlum,31/07/2025 9:51
Chashma,332056,309856,Indus,31/07/2025 9:51
Besham,,265200,Indus,31/07/2025 9:51
Balloki,32880,8880,Ravi,31/07/2025 9:51
Azad Pattan,,32010,Jehlum,31/07/2025 9:51
Trimmu,41830,30880,Chenab,31/07/2025 14:26
Taunsa,304262,290762,Indus,31/07/2025 14:26
Tarbela Dam,291000,254500,Indus,31/07/2025 14:26
Sulemanki,15352,3858,Sutlej,31/07/2025 14:26
Sukkur,379455,319555,Indus,31/07/2025 14:26
Skardu,,172400,Indus,31/07/2025 14:26
Sidhnai,18325,4575,Ravi,31/07/2025 14:26
Shahdara,,17800,Ravi,31/07/2025 14:26
Rasul,4285,0,Jehlum,31/07/2025 14:26
Q.Abad,171580,156580,Chenab,31/07/2025 14:26
Partab Bridge (Bunji),,246300,Indus,31/07/2025 14:26
Panjnad,60852,46442,Chenab,31/07/2025 14:26
Muzaffarabad,,7820,Jehlum,31/07/2025 14:26
Marala,135880,109080,Chenab,31/07/2025 14:26
Mangla Dam,33000,7000,Jehlum,31/07/2025 14:26
Kotri,168383,125918,Indus,31/07/2025 14:26
Kotli,,5420,Jehlum,31/07/2025 14:26
Khanki,145113,139635,Chenab,31/07/2025 14:26
Kalabagh,333286,325475,Indus,31/07/2025 14:26
KABUL,,32800,Kabul,31/07/2025 14:26
Jassar,30690,30690,Ravi,31/07/2025 14:26
Islam,5820,3940,Sutlej,31/07/2025 14:26
Guddu,405819,371931,Indus,31/07/2025 14:26
Ganda Singh Wala,2000,2000,Sutlej,31/07/2025 14:26
Domel,,11300,Jehlum,31/07/2025 14:26
Chattar Klass,,23220,Jehlum,31/07/2025 14:26
Chashma,334093,312293,Indus,31/07/2025 14:26
Besham,,258500,Indus,31/07/2025 14:26
Balloki,33730,9730,Ravi,31/07/2025 14:26
Azad Pattan,,31740,Jehlum,31/07/2025 14:26
Trimmu,41830,30880,Chenab,31/07/2025 20:56
Taunsa,309717,295717,Indus,31/07/2025 20:56
Tarbela Dam,286000,260400,Indus,31/07/2025 20:56
Sulemanki,15361,3372,Sutlej,31/07/2025 20:56
Sukkur,379455,319555,Indus,31/07/2025 20:56
Skardu,,161600,Indus,31/07/2025 20:56
Sidhnai,18325,4575,Ravi,31/07/2025 20:56
Shahdara,,19496,Ravi,31/07/2025 20:56
Rasul,4285,0,Jehlum,31/07/2025 20:56
Q.Abad,166796,151796,Chenab,31/07/2025 20:56
Partab Bridge (Bunji),,247900,Indus,31/07/2025 20:56
Panjnad,60742,46442,Chenab,31/07/2025 20:56
Muzaffarabad,,7590,Jehlum,31/07/2025 20:56
Marala,118757,91807,Chenab,31/07/2025 20:56
Mangla Dam,18000,7000,Jehlum,31/07/2025 20:56
Kotri,168383,125918,Indus,31/07/2025 20:56
Kotli,,5170,Jehlum,31/07/2025 20:56
Khanki,109112,103536,Chenab,31/07/2025 20:56
Kalabagh,299380,291484,Indus,31/07/2025 20:56
KABUL,,34100,Kabul,31/07/2025 20:56
Jassar,27420,27420,Ravi,31/07/2025 20:56
Islam,5477,3597,Sutlej,31/07/2025 20:56
Guddu,406220,371931,Indus,31/07/2025 20:56
Ganda Singh Wala,4755,4755,Sutlej,31/07/2025 20:56
Domel,,12020,Jehlum,31/07/2025 20:56
Chattar Klass,,22680,Jehlum,31/07/2025 20:56
Chashma,332172,310372,Indus,31/07/2025 20:56
Besham,,269800,Indus,31/07/2025 20:56
Balloki,34130,9730,Ravi,31/07/2025 20:56
Azad Pattan,,31200,Jehlum,31/07/2025 20:56
Trimmu,68882,57732,Chenab,01/08/2025 0:00
Thein Dam,34103,90991,Ravi,01/08/2025 0:00
Taunsa,310717,295717,Indus,01/08/2025 0:00
Tarbela Dam,285000,260700,Indus,01/08/2025 0:00
Sulemanki,15361,3372,Sutlej,01/08/2025 0:00
Sukkur,79455,319555,Indus,01/08/2025 0:00
Sidhnai,17925,4575,Ravi,01/08/2025 0:00
Shahdara,20626,20626,Ravi,01/08/2025 0:00
Rasul,4285,0,Jehlum,01/08/2025 0:00
Q.Abad,47782,32782,Chenab,01/08/2025 0:00
Panjnad,60742,46442,Chenab,01/08/2025 0:00
Marala,113404,86454,Chenab,01/08/2025 0:00
Mangla Dam,20000,7000,Jehlum,01/08/2025 0:00
Kotri,168383,125918,Indus,01/08/2025 0:00
Khanki,95953,90322,Chenab,01/08/2025 0:00
Kalabagh,291256,283256,Indus,01/08/2025 0:00
KABUL,34400,34400,Kabul,01/08/2025 0:00
Jassar,23700,23700,Ravi,01/08/2025 0:00
Islam,5397,3597,Sutlej,01/08/2025 0:00
Guddu,406220,371931,Indus,01/08/2025 0:00
Ganda Singh Wala,3620,3620,Sutlej,01/08/2025 0:00
Chashma,338744,316844,Indus,01/08/2025 0:00
Bhakra Dam,54176,23133,Sutlej,01/08/2025 0:00
Balloki,36850,12450,Ravi,01/08/2025 0:00
Harike,25373,1980,Sutlej,01/08/2025 6:00
Pong Dam,86759,15739,Byas,01/08/2025 6:00
Trimmu,41730,30880,Chenab,01/08/2025 8:43
Taunsa,325894,310894,Indus,01/08/2025 8:43
Tarbela Dam,285000,260900,Indus,01/08/2025 8:43
Sulemanki,15453,3858,Sutlej,01/08/2025 8:43
Sukkur,370620,310790,Indus,01/08/2025 8:43
Skardu,,158500,Indus,01/08/2025 8:43
Sidhnai,16655,3305,Ravi,01/08/2025 8:43
Shahdara,,20626,Ravi,01/08/2025 8:43
Rasul,4285,0,Jehlum,01/08/2025 8:43
Q.Abad,114412,99412,Chenab,01/08/2025 8:43
Partab Bridge (Bunji),,239100,Indus,01/08/2025 8:43
Panjnad,61927,47627,Chenab,01/08/2025 8:43
Muzaffarabad,,8770,Jehlum,01/08/2025 8:43
Marala,137326,110376,Chenab,01/08/2025 8:43
Mangla Dam,22000,7000,Jehlum,01/08/2025 8:43
Kotri,171133,128668,Indus,01/08/2025 8:43
Kotli,,4690,Jehlum,01/08/2025 8:43
Khanki,92132,86303,Chenab,01/08/2025 8:43
Kalabagh,301124,293124,Indus,01/08/2025 8:43
KABUL,,32900,Kabul,01/08/2025 8:43
Jassar,17400,17400,Ravi,01/08/2025 8:43
Islam,5397,3597,Sutlej,01/08/2025 8:43
Guddu,365156,330349,Indus,01/08/2025 8:43
Ganda Singh Wala,8111,8111,Sutlej,01/08/2025 8:43
Domel,,12020,Jehlum,01/08/2025 8:43
Chattar Klass,,22950,Jehlum,01/08/2025 8:43
Chashma,323701,301701,Indus,01/08/2025 8:43
Besham,,265600,Indus,01/08/2025 8:43
Balloki,37970,13570,Ravi,01/08/2025 8:43
Azad Pattan,,29060,Jehlum,01/08/2025 8:43
Trimmu,41730,30880,Chenab,01/08/2025 13:27
Taunsa,335671,320671,Indus,01/08/2025 13:27
Tarbela Dam,280000,255200,Indus,01/08/2025 13:27
Sulemanki,16442,9178,Sutlej,01/08/2025 13:27
Sukkur,370620,310790,Indus,01/08/2025 13:27
Skardu,,157000,Indus,01/08/2025 13:27
Sidhnai,17316,3966,Ravi,01/08/2025 13:27
Shahdara,,21191,Ravi,01/08/2025 13:27
Rasul,4385,0,Jehlum,01/08/2025 13:27
Q.Abad,114412,99412,Chenab,01/08/2025 13:27
Partab Bridge (Bunji),,231100,Indus,01/08/2025 13:27
Panjnad,61927,47627,Chenab,01/08/2025 13:27
Muzaffarabad,,8060,Jehlum,01/08/2025 13:27
Marala,145990,119040,Chenab,01/08/2025 13:27
Mangla Dam,23000,7000,Jehlum,01/08/2025 13:27
Kotri,171133,128668,Indus,01/08/2025 13:27
Kotli,,4450,Jehlum,01/08/2025 13:27
Khanki,96218,90322,Chenab,01/08/2025 13:27
Kalabagh,304924,296924,Indus,01/08/2025 13:27
KABUL,,33700,Kabul,01/08/2025 13:27
Jassar,11826,11826,Ravi,01/08/2025 13:27
Islam,4847,3597,Sutlej,01/08/2025 13:27
Guddu,366720,330349,Indus,01/08/2025 13:27
Ganda Singh Wala,10094,10094,Sutlej,01/08/2025 13:27
Domel,,10840,Jehlum,01/08/2025 13:27
Chattar Klass,,22420,Jehlum,01/08/2025 13:27
Chashma,315416,293416,Indus,01/08/2025 13:27
Besham,,264000,Indus,01/08/2025 13:27
Balloki,40210,15810,Ravi,01/08/2025 13:27
Azad Pattan,,30130,Jehlum,01/08/2025 13:27
Trimmu,47798,36948,Chenab,01/08/2025 18:00
Taunsa,329770,314270,Indus,01/08/2025 18:00
Tarbela Dam,276000,261200,Indus,01/08/2025 18:00
Sulemanki,17504,10841,Sutlej,01/08/2025 18:00
Sukkur,370620,310790,Indus,01/08/2025 18:00
Sidhnai,16955,3305,Ravi,01/08/2025 18:00
Shahdara,20061,20061,Ravi,01/08/2025 18:00
Rasul,4385,0,Jehlum,01/08/2025 18:00
Q.Abad,104416,89416,Chenab,01/08/2025 18:00
Panjnad,57730,43330,Chenab,01/08/2025 18:00
Marala,141816,114570,Chenab,01/08/2025 18:00
Mangla Dam,18000,7000,Jehlum,01/08/2025 18:00
Kotri,171133,128668,Indus,01/08/2025 18:00
Khanki,100237,94297,Chenab,01/08/2025 18:00
Kalabagh,299484,291484,Indus,01/08/2025 18:00
KABUL,34200,34200,Kabul,01/08/2025 18:00
Jassar,12571,12571,Ravi,01/08/2025 18:00
Islam,5190,3940,Sutlej,01/08/2025 18:00
Guddu,364495,328010,Indus,01/08/2025 18:00
Ganda Singh Wala,14194,14194,Sutlej,01/08/2025 18:00
Chashma,314986,292886,Indus,01/08/2025 18:00
Balloki,42515,18115,Ravi,01/08/2025 18:00
Trimmu,53085,42235,Chenab,02/08/2025 0:00
Taunsa,329770,314270,Indus,02/08/2025 0:00
Tarbela Dam,256000,261500,Indus,02/08/2025 0:00
Sulemanki,17504,10841,Sutlej,02/08/2025 0:00
Sukkur,370620,310790,Indus,02/08/2025 0:00
Sidhnai,16955,3305,Ravi,02/08/2025 0:00
Shahdara,18365,18365,Ravi,02/08/2025 0:00
Rasul,4385,0,Jehlum,02/08/2025 0:00
Q.Abad,104416,89416,Chenab,02/08/2025 0:00
Panjnad,57730,43330,Chenab,02/08/2025 0:00
Marala,143020,114570,Chenab,02/08/2025 0:00
Mangla Dam,15000,7000,Jehlum,02/08/2025 0:00
Kotri,171133,128668,Indus,02/08/2025 0:00
Khanki,110483,104520,Chenab,02/08/2025 0:00
Kalabagh,279614,271614,Indus,02/08/2025 0:00
KABUL,34800,34800,Kabul,02/08/2025 0:00
Jassar,18100,18100,Ravi,02/08/2025 0:00
Islam,5090,3940,Sutlej,02/08/2025 0:00
Guddu,364495,328010,Indus,02/08/2025 0:00
Ganda Singh Wala,17230,17230,Sutlej,02/08/2025 0:00
Chashma,318581,293381,Indus,02/08/2025 0:00
Balloki,44840,20840,Ravi,02/08/2025 0:00
Trimmu,56350,45500,Chenab,02/08/2025 6:00
Taunsa,319648,304148,Indus,02/08/2025 6:00
Tarbela Dam,252000,158900,Indus,02/08/2025 6:00
Sulemanki,20745,15028,Sutlej,02/08/2025 6:00
Sukkur,320540,260050,Indus,02/08/2025 6:00
Sidhnai,17616,3966,Ravi,02/08/2025 6:00
Shahdara,16576,16576,Ravi,02/08/2025 6:00
Rasul,4385,0,Jehlum,02/08/2025 6:00
Q.Abad,107249,92249,Chenab,02/08/2025 6:00
Panjnad,56444,42044,Chenab,02/08/2025 6:00
Marala,98845,70395,Chenab,02/08/2025 6:00
Mangla Dam,26000,7000,Jehlum,02/08/2025 6:00
Kotri,178391,135926,Indus,02/08/2025 6:00
Khanki,107036,101073,Chenab,02/08/2025 6:00
Kalabagh,296460,288460,Indus,02/08/2025 6:00
KABUL,33900,33900,Kabul,02/08/2025 6:00
Jassar,25560,25560,Ravi,02/08/2025 6:00
Islam,4743,4293,Sutlej,02/08/2025 6:00
Harike,25673,1980,Sutlej,02/08/2025 6:00
Guddu,364495,328010,Indus,02/08/2025 6:00
Ganda Singh Wala,6048,6048,Sutlej,02/08/2025 6:00
Chashma,316393,294193,Indus,02/08/2025 6:00
Balloki,44685,20685,Ravi,02/08/2025 6:00
Trimmu,58592,47742,Chenab,02/08/2025 12:00
Taunsa,320148,304148,Indus,02/08/2025 12:00
Tarbela Dam,250000,158400,Indus,02/08/2025 12:00
Sulemanki,20745,15028,Sutlej,02/08/2025 12:00
Sukkur,320540,260050,Indus,02/08/2025 12:00
Sidhnai,17316,3966,Ravi,02/08/2025 12:00
Shahdara,16168,16168,Ravi,02/08/2025 12:00
Rasul,4385,0,Jehlum,02/08/2025 12:00
Q.Abad,104416,89416,Chenab,02/08/2025 12:00
Panjnad,54338,39988,Chenab,02/08/2025 12:00
Marala,88189,59689,Chenab,02/08/2025 12:00
Mangla Dam,22000,7000,Jehlum,02/08/2025 12:00
Kotri,178391,135926,Indus,02/08/2025 12:00
Khanki,91415,85374,Chenab,02/08/2025 12:00
Kalabagh,303308,295308,Indus,02/08/2025 12:00
KABUL,32600,32600,Kabul,02/08/2025 12:00
Jassar,29900,29900,Ravi,02/08/2025 12:00
Islam,5347,3597,Sutlej,02/08/2025 12:00
Guddu,353451,314886,Indus,02/08/2025 12:00
Ganda Singh Wala,5436,5436,Sutlej,02/08/2025 12:00
Chashma,318865,296665,Indus,02/08/2025 12:00
Balloki,44685,20685,Ravi,02/08/2025 12:00
Trimmu,73930,66080,Chenab,02/08/2025 18:00
Taunsa,317827,301827,Indus,02/08/2025 18:00
Tarbela Dam,255000,250800,Indus,02/08/2025 18:00
Sulemanki,25322,18814,Sutlej,02/08/2025 18:00
Sukkur,320540,260050,Indus,02/08/2025 18:00
Sidhnai,17866,3966,Ravi,02/08/2025 18:00
Shahdara,16168,16168,Ravi,02/08/2025 18:00
Rasul,4385,0,Jehlum,02/08/2025 18:00
Q.Abad,104416,89416,Chenab,02/08/2025 18:00
Panjnad,50434,36009,Chenab,02/08/2025 18:00
Marala,98895,70395,Chenab,02/08/2025 18:00
Mangla Dam,20000,7000,Jehlum,02/08/2025 18:00
Kotri,178381,135926,Indus,02/08/2025 18:00
Khanki,83447,77417,Chenab,02/08/2025 18:00
Kalabagh,292816,284816,Indus,02/08/2025 18:00
KABUL,33900,33900,Kabul,02/08/2025 18:00
Jassar,26800,26800,Ravi,02/08/2025 18:00
Islam,5397,3597,Sutlej,02/08/2025 18:00
Guddu,346074,306236,Indus,02/08/2025 18:00
Ganda Singh Wala,3620,3620,Sutlej,02/08/2025 18:00
Chashma,324480,302280,Indus,02/08/2025 18:00
Balloki,44785,20685,Ravi,02/08/2025 18:00
Trimmu,76930,66080,Chenab,03/08/2025 0:00
Taunsa,317827,301827,Indus,03/08/2025 0:00
Tarbela Dam,257000,250900,Indus,03/08/2025 0:00
Sulemanki,25524,18814,Sutlej,03/08/2025 0:00
Sukkur,320540,260050,Indus,03/08/2025 0:00
Sidhnai,19438,5228,Ravi,03/08/2025 0:00
Shahdara,18365,18365,Ravi,03/08/2025 0:00
Rasul,4385,0,Jehlum,03/08/2025 0:00
Q.Abad,85666,70666,Chenab,03/08/2025 0:00
Panjnad,50434,36009,Chenab,03/08/2025 0:00
Marala,77483,48983,Chenab,03/08/2025 0:00
Mangla Dam,24000,7000,Jehlum,03/08/2025 0:00
Kotri,178391,135926,Indus,03/08/2025 0:00
Khanki,73987,67604,Chenab,03/08/2025 0:00
Kalabagh,270423,262423,Indus,03/08/2025 0:00
KABUL,34000,34000,Kabul,03/08/2025 0:00
Jassar,19500,19500,Ravi,03/08/2025 0:00
Islam,5397,3597,Sutlej,03/08/2025 0:00
Guddu,346074,306236,Indus,03/08/2025 0:00
Ganda Singh Wala,3620,3620,Sutlej,03/08/2025 0:00
Chashma,305549,282193,Indus,03/08/2025 0:00
Balloki,43810,19310,Ravi,03/08/2025 0:00
Trimmu,79989,69139,Chenab,03/08/2025 6:00
Taunsa,336699,320699,Indus,03/08/2025 6:00
Tarbela Dam,254000,250800,Indus,03/08/2025 6:00
Sulemanki,23595,16886,Sutlej,03/08/2025 6:00
Sukkur,312270,251280,Indus,03/08/2025 6:00
Sidhnai,20760,6610,Ravi,03/08/2025 6:00
Shahdara,21119,21119,Ravi,03/08/2025 6:00
Rasul,4385,0,Jehlum,03/08/2025 6:00
Q.Abad,66132,54132,Chenab,03/08/2025 6:00
Panjnad,41617,27192,Chenab,03/08/2025 6:00
Marala,34634,6134,Chenab,03/08/2025 6:00
Mangla Dam,27000,7000,Jehlum,03/08/2025 6:00
Kotri,193165,150560,Indus,03/08/2025 6:00
Khanki,76295,69912,Chenab,03/08/2025 6:00
Kalabagh,263473,255473,Indus,03/08/2025 6:00
KABUL,32900,32900,Kabul,03/08/2025 6:00
Jassar,16700,16700,Ravi,03/08/2025 6:00
Islam,6093,4293,Sutlej,03/08/2025 6:00
Harike,24448,1360,Sutlej,03/08/2025 6:00
Guddu,346074,306236,Indus,03/08/2025 6:00
Ganda Singh Wala,4074,4074,Sutlej,03/08/2025 6:00
Chashma,281878,258522,Indus,03/08/2025 6:00
Balloki,43810,19310,Ravi,03/08/2025 6:00
Trimmu,79989,69139,Chenab,03/08/2025 12:00
Taunsa,335307,319307,Indus,03/08/2025 12:00
Tarbela Dam,252000,158000,Indus,03/08/2025 12:00
Sulemanki,23742,16886,Sutlej,03/08/2025 12:00
Sukkur,312270,251280,Indus,03/08/2025 12:00
Sidhnai,21160,6610,Ravi,03/08/2025 12:00
Shahdara,20626,20626,Ravi,03/08/2025 12:00
Rasul,4385,0,Jehlum,03/08/2025 12:00
Q.Abad,66132,54132,Chenab,03/08/2025 12:00
Panjnad,39276,24851,Chenab,03/08/2025 12:00
Marala,68390,43630,Chenab,03/08/2025 12:00
Mangla Dam,20000,7000,Jehlum,03/08/2025 12:00
Kotri,193165,150560,Indus,03/08/2025 12:00
Khanki,50503,44120,Chenab,03/08/2025 12:00
Kalabagh,248905,240905,Indus,03/08/2025 12:00
KABUL,31100,31100,Kabul,03/08/2025 12:00
Jassar,12984,12984,Ravi,03/08/2025 12:00
Islam,7650,5800,Sutlej,03/08/2025 12:00
Guddu,345509,306236,Indus,03/08/2025 12:00
Ganda Singh Wala,17230,17230,Sutlej,03/08/2025 12:00
Chashma,253156,229420,Indus,03/08/2025 12:00
Balloki,43810,19310,Ravi,03/08/2025 12:00
Trimmu,79989,69139,Chenab,03/08/2025 18:00
Taunsa,335307,319307,Indus,03/08/2025 18:00
Tarbela Dam,245000,158100,Indus,03/08/2025 18:00
Sulemanki,24047,16886,Sutlej,03/08/2025 18:00
Sukkur,312270,251280,Indus,03/08/2025 18:00
Sidhnai,23065,8515,Ravi,03/08/2025 18:00
Shahdara,19496,19496,Ravi,03/08/2025 18:00
Rasul,4385,0,Jehlum,03/08/2025 18:00
Q.Abad,57386,42386,Chenab,03/08/2025 18:00
Panjnad,39276,24851,Chenab,03/08/2025 18:00
Marala,87178,58110,Chenab,03/08/2025 18:00
Mangla Dam,17000,7000,Jehlum,03/08/2025 18:00
Kotri,193165,150560,Indus,03/08/2025 18:00
Khanki,26503,20120,Chenab,03/08/2025 18:00
Kalabagh,257730,249730,Indus,03/08/2025 18:00
KABUL,31200,31200,Kabul,03/08/2025 18:00
Jassar,18081,18081,Ravi,03/08/2025 18:00
Islam,7650,5800,Sutlej,03/08/2025 18:00
Guddu,336193,296822,Indus,03/08/2025 18:00
Ganda Singh Wala,17230,17230,Sutlej,03/08/2025 18:00
Chashma,209167,184468,Indus,03/08/2025 18:00
Balloki,45185,20685,Ravi,03/08/2025 18:00
Trimmu,84312,73462,Chenab,04/08/2025 0:00
Thein Dam,26052,9806,Ravi,04/08/2025 0:00
Taunsa,275157,259157,Indus,04/08/2025 0:00
Tarbela Dam,235000,157800,Indus,04/08/2025 0:00
Sulemanki,23385,16224,Sutlej,04/08/2025 0:00
Sukkur,312270,251280,Indus,04/08/2025 0:00
Sidhnai,24528,9978,Ravi,04/08/2025 0:00
Shahdara,18365,18365,Ravi,04/08/2025 0:00
Rasul,4385,0,Jehlum,04/08/2025 0:00
Q.Abad,35070,20070,Chenab,04/08/2025 0:00
Panjnad,39276,24851,Chenab,04/08/2025 0:00
Marala,83886,54336,Chenab,04/08/2025 0:00
Mangla Dam,21000,8000,Jehlum,04/08/2025 0:00
Kotri,193165,150560,Indus,04/08/2025 0:00
Khanki,50763,44380,Chenab,04/08/2025 0:00
Kalabagh,281075,273075,Indus,04/08/2025 0:00
KABUL,32300,32300,Kabul,04/08/2025 0:00
Jassar,9219,9219,Ravi,04/08/2025 0:00
Islam,7680,5800,Sutlej,04/08/2025 0:00
Guddu,336193,296822,Indus,04/08/2025 0:00
Ganda Singh Wala,17230,17230,Sutlej,04/08/2025 0:00
Chashma,256536,231837,Indus,04/08/2025 0:00
Bhakra Dam,57482,17047,Sutlej,04/08/2025 0:00
Balloki,45185,20685,Ravi,04/08/2025 0:00
Trimmu,84312,73462,Chenab,04/08/2025 6:00
Taunsa,276858,260858,Indus,04/08/2025 6:00
Tarbela Dam,230000,251800,Indus,04/08/2025 6:00
Sulemanki,23385,16224,Sutlej,04/08/2025 6:00
Sukkur,293990,233000,Indus,04/08/2025 6:00
Sidhnai,25763,11213,Ravi,04/08/2025 6:00
Shahdara,16168,16168,Ravi,04/08/2025 6:00
Rasul,4385,0,Jehlum,04/08/2025 6:00
Q.Abad,42468,27468,Chenab,04/08/2025 6:00
Panjnad,37100,22675,Chenab,04/08/2025 6:00
Marala,78533,48983,Chenab,04/08/2025 6:00
Mangla Dam,26000,8000,Jehlum,04/08/2025 6:00
Kotri,193165,150560,Indus,04/08/2025 6:00
Khanki,57647,51264,Chenab,04/08/2025 6:00
Kalabagh,265617,257617,Indus,04/08/2025 6:00
KABUL,31400,31100,Kabul,04/08/2025 6:00
Jassar,8846,8846,Ravi,04/08/2025 6:00
Islam,7680,5800,Sutlej,04/08/2025 6:00
Harike,24258,1380,Sutlej,04/08/2025 6:00
Guddu,334945,296822,Indus,04/08/2025 6:00
Ganda Singh Wala,19659,19659,Sutlej,04/08/2025 6:00
Chashma,280186,256793,Indus,04/08/2025 6:00
Balloki,45185,20685,Ravi,04/08/2025 6:00
Pong Dam,55310,18506,Byas,04/08/2025 6:00
Trimmu,84312,73462,Chenab,04/08/2025 12:00
Taunsa,277358,260858,Indus,04/08/2025 12:00
Tarbela Dam,226000,152500,Indus,04/08/2025 12:00
Sulemanki,23485,16224,Sutlej,04/08/2025 12:00
Sukkur,293990,233000,Indus,04/08/2025 12:00
Sidhnai,25763,11213,Ravi,04/08/2025 12:00
Shahdara,14945,14945,Ravi,04/08/2025 12:00
Rasul,3135,0,Jehlum,04/08/2025 12:00
Q.Abad,51237,36237,Chenab,04/08/2025 12:00
Panjnad,37219,22794,Chenab,04/08/2025 12:00
Marala,73180,43630,Chenab,04/08/2025 12:00
Mangla Dam,30000,8000,Jehlum,04/08/2025 12:00
Kotri,193165,150560,Indus,04/08/2025 12:00
Khanki,57647,51264,Chenab,04/08/2025 12:00
Kalabagh,236254,228254,Indus,04/08/2025 12:00
KABUL,28700,28700,Kabul,04/08/2025 12:00
Jassar,6602,6602,Ravi,04/08/2025 12:00
Islam,8489,6609,Sutlej,04/08/2025 12:00
Guddu,328438,290454,Indus,04/08/2025 12:00
Ganda Singh Wala,21349,21349,Sutlej,04/08/2025 12:00
Chashma,267693,244300,Indus,04/08/2025 12:00
Balloki,45185,20685,Ravi,04/08/2025 12:00
Trimmu,84312,73462,Chenab,04/08/2025 18:00
Taunsa,246473,229673,Indus,04/08/2025 18:00
Tarbela Dam,220000,157600,Indus,04/08/2025 18:00
Sulemanki,23485,16224,Sutlej,04/08/2025 18:00
Sukkur,293990,233000,Indus,04/08/2025 18:00
Sidhnai,25763,11213,Ravi,04/08/2025 18:00
Shahdara,14537,14537,Ravi,04/08/2025 18:00
Rasul,3000,0,Jehlum,04/08/2025 18:00
Q.Abad,51237,36237,Chenab,04/08/2025 18:00
Panjnad,37219,22794,Chenab,04/08/2025 18:00
Marala,84381,54336,Chenab,04/08/2025 18:00
Mangla Dam,20000,8000,Jehlum,04/08/2025 18:00
Kotri,206312,163847,Indus,04/08/2025 18:00
Khanki,57983,51600,Chenab,04/08/2025 18:00
Kalabagh,223346,215346,Indus,04/08/2025 18:00
KABUL,29500,29500,Kabul,04/08/2025 18:00
Jassar,6353,6353,Ravi,04/08/2025 18:00
Islam,9332,7452,Sutlej,04/08/2025 18:00
